text	label
Jeg merker meg at det blir laget bilder av Kristelig Folkeparti som om vi skulle være tilbake til 1970-tallet, men jeg er vel den eneste sykepleieren i denne sal som har hospitert på Sex og samfunn og faktisk mener at både jordmødre og helsesøstre skal kunne dele ut prevensjon.	F
SV har i innstillingen pekt på at det fra norsk side bør vurderes om nordområdene trenger et eget senter for miljøovervåking.	F
jeg er utrolig glad for at Venstre også i denne saken har påvirket regjeringen i rett retning. Vi har sagt at vi i transportsektoren skal ha en økning når det gjelder gang- og sykkelveier.	F
Me kan utbetre riksvegnettet elles.	F
Næringslivet trenger skattelette spesielt nå, fordi det har vært en svært vanskelig situasjon	F
Det vi gjør videre på vedlikehold, er å stanse det store vedlikeholdsetterslepet, som vi ser bare har økt og økt år for år. Det er jo første gang nå på mange tiår at vedlikeholdsetterslepet blir redusert. Jeg tror at det kommer til å skje store endringer i vedlikeholdet rundt på veiene våre, som sørger for at bilistene kan kjøre tryggere og vi får fraktet varene våre mer effektivt på veiene.	F
Men det som er viktig, er at vi sier nei til skattelette. Vi har nå strammet inn, særlig når det gjelder skatt for de rikeste, og bruker det på fellesskapsløsninger.	F
men samtidig synes jeg ikke vi er offensive nok. Vi mangler noe, og jeg registrer jo at flertallet ikke synes at dette er en viktig nok sak til at man kommer tilbake til Stortinget med den. Når vi ser hva flere fagmiljø advarer mot med hensyn til palmeolje, og flertallet i komiteen understreker at den deler forslagsstillernes syn om at « (…) det må tas grep for å sikre bedre informasjon til forbrukere og for å stimulere til at palmeolje produseres på en bærekraftig måte», er det ikke offensivt nok å vise til det som allerede er på gang	A
Vi støtter Høyre i forslaget om den sørnorske jernbaneringen	F
Næringslivet aksepterte den gangen utbytteskatt mot at formuesskatten på sikt skulle bli avviklet. Slik har det ikke blitt. Jeg mener at slik formuesskatten i dag er, er det faktisk med på å hindre næringsliv. Slik sett er det også med på å minske inntektene til det offentlige og dermed mulighetene for at vi kan gjøre de gode velferdstiltakene som jeg er sikker på at representanten Kristoffersen ønsker å gjøre, og som iallfall Venstre særlig ønsker å gjøre på velferdssiden.	A
For eksempel er fortsatt pasienter med psykiske lidelser og ruspasienter lavere prioritert enn andre pasienter. Derfor lurer jeg på hvorfor regjeringspartiene ikke er med opposisjonen på målsettinger for 2011 om at ventetidsreduksjonen må være sterkest innen psykisk helsevern for barn og unge og tverrfaglig spesialisert rusbehandling	F
men jeg viser til Stortingets behandling av klimameldingen og til at et enstemmig storting gjennom forhandlingen kom frem til et punkt hvor vi ba regjeringen fremme et mål for energieffektivisering i 2012.	F
På den måten vil man nemlig sikre lik konkurranse, og da vil det også være lik mulighet for å etablere et høyt aktivitetsnivå på norsk sokkel. Og det er viktig for oss i Fremskrittspartiet, for det er med på å ivareta verdiskaping og også utvikle norsk sokkel videre.	F
For Fremskrittspartiet er det helt klart at vi ønsker betydelige kutt i de skatter og avgifter som regjeringspartiene gladelig tar inn fra det norske folk og fra norske bilister gjennom skyhøye drivstoffavgifter, gjennom årsavgift	A
Den som eig 67 pst. av aksjane, har også styring over vedtektene, noko som faktisk er svært viktig i eit stort selskap som dette.	F
Jeg ville jo sterkt foretrekke om dannelsesbegrepet, evnen til å delta i fellesskap, evnen til å se og være med på, var en del av vår felles arv og ikke en del av en tillært kunnskap alene, for da får man disse fernissproblemene. ser vi ingen grunn til å kaste gode penger etter dårlige penger ut gjennom vinduet. Vi vil ha en gjennomgang, en redegjørelse og en klarhet i hvordan dette kan gjøres på en fornuftig og forsvarlig måte til det beste for alle, før vi ønsker å bevilge disse pengene.	F
heilskapen handlar sjølvsagt om at alle, same kvar dei bur, skal ha tilgang til helsetenester innanfor avstandar som er akseptable. Det trur er representanten veit at eg har kjempa for, både i eige fylke og elles, så det kjem eg til å fortsetje med.	F
Og formuesskatten er en ren kostnad for eierne. Det må tas ut penger fra bedriftene for å betale denne. Det blir dyrere å drive virksomheten. Det blir mindre overskudd.	A
Jeg mener det er viktig å prøve å utvinne de olje- og gassressursene.	F
Men når du av full, fri vilje tar på deg en jobb som er beskrevet slik og slik, kan du ikke reservere deg fra å utføre den jobben når det så til de grader går ut over pasientene som det gjør i denne saken.	A
I siste svingen i behandlinga av denne saka kom Regjeringa med ei rekkje forenklingar og nyordningar for at fleire skal koma til Noreg for å jobba. Nokre endringar var vesentlege. Kristeleg Folkeparti er positiv til Regjeringas forslag, men heilt i mål synest vi nok ikkje at vi er.	F
men jeg er vel den eneste sykepleieren i denne sal som har hospitert på Sex og samfunn og faktisk mener at både jordmødre og helsesøstre skal kunne dele ut prevensjon	F
Det er ingen hemmelighet at vi ønsker å gå enda lenger i miljøpolitikken enn det vi har fått til.	F
Jeg registrerer at Kristelig Folkeparti mener at økt arbeidsinnvandring skal redusere innvandrernes problemer på arbeidsmarkedet, og at det skal få flere av denne kategorien ut i arbeid. For så vidt kan det vel heller være slik at økt arbeidsinnvandring kan virke motsatt, ved at nye og flere arbeidsinnvandrere kan fortrenge dem som allerede har problemer med å komme inn på arbeidsmarkedet.	A
Det som i hvert fall ikke hjelper, er å ta overgangsstønaden fra de kvinnene som nå sliter – da kommer vi i langt større grad enn i dag til å få fattige barn.	F
Vi vet jo alle at sammenhengen mellom alkoholbruk og vold er veldig påtakelig, og det er også dokumentert i stor grad.	A
Når det gjelder spørsmålet om en er urolig med hensyn til å få dekning for alle utgiftene som en har behov for for å sikre velferden, er det klart at enhver politiker skal være urolig når utgiftene øker og inntektene minker.	F
Det er positivt at komiteen nå vil vurdere effekten av Rattsø	F
Kristelig Folkeparti har alltid vært tydelig på at vi skal legge føre var-prinsippet til grunn i vår miljøpolitikk. Jeg kan ikke være enig med representanten fra Arbeiderpartiet i at Kristelig Folkeparti har vært diffuse i forhold til hva vi har ment om petroleumsfrie soner. Kristelig Folkeparti har et tydelig program, et helt klart program, der vi vil ha petroleumsfrie soner. Kristelig Folkeparti sier at vi må ha kunnskap før vi eventuelt kan åpne også disse sonene. Vi vil ikke være med på å drive noen risikosport her. Men vi skal være med på å finne et balansepunkt.	F
Som forsvarer og tilhenger av dagens abortlov	F
Eg er veldig glad for at Vihovde seier at Venstre ønskjer å fjerne delingsmodellen. Det ønskjer også Framstegspartiet, men i motsetjing til Venstre ønskjer vi å vere sikre på at vi ikkje erstattar han med noko som er verre.	A
Vi ser i år at Høyre har valgt en annen finansieringsmodell enn den man hadde fjor, de har valgt at kun 40 pst. skal være innsatsstyrt finansiering. Dette fører ifølge foretakene, og ifølge de fagfolk jeg har snakket med, til færre behandlede pasienter	F
Venstre synes konseptet med høyhastighetsbane er veldig spennende, og i Bondevik II-regjeringen gikk vi inn for et prøveprosjekt på strekningen Oslo–Gøteborg.	F
Det er, etter Venstres syn, behov for en velferdsreform og en kommunereform, som setter kommunene i stand til å bli større og sterkere og å bygge mange flere sykehjem. Vi tror det trengs forsterkede sykehjem i kommunene, med overleger og spesialister på eldres sykdommer, for å slippe å bruke statens spesialisthelsetjeneste. Så ja, jeg er enig, vi trenger flere sykehjemsplasser.	F
Det siste, som står i innstillinga til statsbudsjettet, er ei innføring av ein kildeskatt for pensjonistar som flyttar ut av landet, og som ønskjer å bu nokre år av sitt pensjonisttilvære f.eks. i Spania. Dei skal no flåast med ein ekstraskatt.	A
Regjeringspartiene er, som det framgår av budsjettinnstillingen og budsjettet, selvfølgelig for innsatsstyrt finansiering. Vi er for å utvikle ordningen, som ministeren presenterte på fredag og også her i debatten, og for å bruke den utenfor sykehus.	F
Jon Lilletun har påstått at eit godt budsjett blei betre med forliket med Arbeidarpartiet. Det er eg ikkje einig i. Eit dårleg budsjett er no blitt betre og har gjeve oss ein moglegheit for å driva ein mykje meir aktiv næringspolitikk, fordi ein del av dei verkemidla som denne regjeringa, med hjelp av Framstegspartiet, i løpet av dei siste to åra nærmast har radert ut, no har kome tilbake på plass.	A
Da Venstre satt i regjering med Kristelig Folkeparti og Høyre, fikk vi til en ambisiøs miljøpolitikk som resulterte i at det vernede arealet i Norge er utvidet med 50 pst. Vi fikk vernet 50 nye vassdrag, og vi tok viktige grep innenfor klimapolitikken.	F
I dag skal vi sammen vedta vikarbyrådirektivet, og det regner jeg med også vil være et viktig bidrag mot sosial dumping.	A
Eg er einig med representanten Klungland i at vi må ta vare på strandsona. Det er viktig med nasjonal politikk som nettopp varetek det. Me har ei utfordring, ikkje fordi politikken er blitt lagt radikalt om på noko som helst område, men for kvart år som går, har vi opplevd at strandsona er blitt bygd ned. Derfor har eg òg i min dialog med fylkesmennene bedt om ein streng praksis, bedt om at det skal takast nasjonale omsyn for å sikra strandsona på ein god måte.	F
Vi har nemlig foreslått en kombinasjon med en klarere prioritering – som jeg også redegjorde for i mitt innlegg og som jeg mener det er nødvendig at vi tar et politisk ansvar for – en enda tydeligere prioritering av rus, psykiatri, rehabilitering på bekostning av somatikk.	F
Det er flere alternativer som ligger inne her: grav, minnelund og også muligheten for at dette materialet håndteres som biologisk materiale. Det skal være valgmuligheten i dette som er det viktige, synes jeg.	F
Jeg er den første til å innrømme at vi synes innsatsstyrt finansiering er en dårlig måte å styre helsevesenet på.	A
Jo, fordi vi ser at det er nødvendig for å avlaste biltrafikken i de store byene. Da finner jeg det litt pussig at Regjeringen, med SV som en tung aktør, med hånd om skattepolitikken osv., ikke prioriterer kollektivtrafikk	F
Det vert feil. Viss vi skal ha ein ny opptrappingsplan, må det vera for kommunen, for det er der trykket ligg.	N
Vi er nå midt inne i et arbeid med hvordan vi skal utvikle en strategi for veibygging med OPS, og vi ønsker at Kristelig Folkeparti skal være sentral i det arbeidet. Det som er viktig for oss, er at med OPS får det offentlige en garanti for at prosjektene blir ferdige i tide eller tidligere, og ikke minst også at vi har en vedlikeholdsgaranti mange, mange år fram i tid. Jeg kommer fra et fylke hvor det første OPS-prosjektet ble igangsatt, og som vi som kjører der, har veldig gode erfaringer med.	F
Derfor har også Regjeringen fra dag én ført en politikk med sikte på å få en så lav ledighet som mulig	A
boligskatten skal bort	A
Men lat meg seie at eg er faktisk veldig oppteken av - det hovudsignalet vil eg gi - at dagpengeordninga skal vi ikkje tukle med, den skal vi ikkje røre ved i utrengsmål.	F
Og eg vil sjølvsagt, som Bendiks Arnesen her stilte spørsmål om, fylgja opp stortingsfleirtalet si understreking i denne komiteinnstillinga av at eit øyremerkt tilskot skal gå til eldresatsing. Det har òg vore Regjeringa sin føresetnad.	F
Det viktigaste denne regjeringa kan gjere, er å gje kommunane meir i frie midlar, så dei kan prioritere kollektivtrafikk. Regjeringa har hatt ei formidabel satsing på kollektivtrafikk – berre i Oslo-området har me auka satsinga frå 300 mill. kr til over 1 milliard kr.	F
vi er uenige om hvem som er den svakeste part i denne saken. Flertallet mener tydeligvis at det er legen i sitt møte med staten. Vi mener at det er kvinnen i sitt møte med legen. Derfor er ikke dette snakk om flertallets tyranni eller å gi blaffen i mindretallet, det er spørsmål om hvem vi mener først og fremst trenger storsamfunnets hjelp og beskyttelse.	A
Regjeringen og det rød-grønne flertallet på Stortinget har vært opptatt av at man skal prøve å få mest mulig rehabilitering og se det i sammenheng med den totale helsetjenesten, så det ikke skal være en isolert øy.	F
Da dreier det seg om å ha en kraftfull rusomsorg og å ha et anstendig nivå å leve på når man skal møte hverdagen.	F
Den rød-grønne regjeringen var opptatt av å benytte hele handlingsrommet innenfor EØS-avtalen til beste for kraftkrevende industri i Norge. CO2-kompensasjonsordningen var en viktig del av dette.	F
Jeg mener det er viktig å prøve å utvinne de olje- og gassressursene. Tidvis sier også Arbeiderpartiet det samme, men når de sitter i dette regjeringssystemet, blir de dessverre handlingslammet, og da får en spørsmål som dette. En konsekvensutredning er ikke en blankofullmakt, men en konsekvensutredning er en villighetserklæring – hvis vi kan kalle det det – slik at noen av disse olje- og gassressursene bør en prøve å utvinne.	N
God næringsutvikling krever bl.a. at vi fortsatt har en høy olje- og gassvirksomhet, og det krever gode eiere.	F
Jeg har lyst til å spørre representanten Raja om han kan være med på å presse på for å sikre at Nordlandsbanen oppgraderes	F
Me i Senterpartiet er opptekne av at me skal fokusere sterkare på rehabilitering for at både unge og eldre spesielt	F
Når det gjelder klimaforliket, er det slik at vi skal redusere norske klimagassutslipp med 5 millioner tonn fram mot 2020.	A
Jeg tror det er behov for kapitaltilførsel også i en del sentrale strøk, men vi må innse at de store problemene i dag i forhold til dette med å bevare bosettingen, har vi ikke i Trondheim, ikke i Oslo, ikke i Stavanger og heller ikke i Bergen. De store problemene med å bevare dagens bosetting, ligger helt andre steder. Og hvis vi mener noe med de fagre ordene som vi kommer med både i Stortinget og på andre arenaer, er vi noen ganger nødt til å ta noen tyngre grep.	N
Vi er for å bruke den slepebåtkapasiteten som de private slepebåteierne representerer. Det har vi også sagt i innstillingen. Vi er for å gi Kystverket utstyr som gjør det kompetent til å utføre det oppdraget som Stortinget tidligere har vedtatt at det skal ha. Når det gjelder Fedje, sier vi at vi har nettopp foretatt en omorganisering av depotene. Vi vil ha en ny utredning om det. Vi synes at situasjonen tilsier det. Vi har da formulert et ønske om å få det som egen sak.	F
Det er viktig å minne om at på tross av overskridelsene er Snøhvit et lønnsomt prosjekt.	F
Den nye regjeringen er med på det som også Bondevik-regjeringen foreslo, at det ikke skal være egenandeler for barn under 12 år. Vi sier i innstillingen fra de rød-grønne partiene at vi ønsker lagt fram for oss en gjennomgang av hele egenandelssystemet for å få diskutert det videre, slik at vi kan komme med nye forbedringer. Det er et område vi vil ha stor oppmerksomhet rundt, og vi ønsker å gjøre flere forbedringer enn det som er gjort i denne omgang.	F
EØS-avtalen er kommet som et tillegg til handelsavtalen, så jeg vil anbefale representanten Kristiansen å se på den frihandelsavtalen som et element i at vi foreslår avvikling av EØS-avtalen.	A
Det vi er særlig opptatt av, er at man – sammen med regionen – klarer å opprettholde en flyplass, slik at det er chartertrafikk fra de landene som det er særlig ønskelig at skal være chartertrafikk fra, fra England og Tyskland, og at det viser seg mulig.	F
Kan representanten Lønning garantere for at Høyre også i neste periode vil stå på sitt syn om at man vil sikre den kommunale helsetjenesten uten statlig styring, hvis en ny regjering skulle basere seg på samarbeid med Fremskrittspartiet?	F
Jeg er stolt over at vi i Norge fører en anstendig flyktning- og asylpolitikk,	F
Det er de samlede ressursene til eldreomsorgen som vi er mest opptatt av, og som må økes kraftig i dagens situasjon.	F
Arveavgift er betaling til staten når verdier innenfor samme familie overføres fra en generasjon til neste - på mange måter en skatt på død. Dette er nesten uten unntak verdier som er opparbeidet over tid, og som eieren har betalt skatt for å tilegne seg. Hadde en altså brukt opp pengene, hadde en sluppet denne avgiften. Mener representanten Micaelsen at dobbeltbeskatning er et akseptabelt prinsipp så lenge man har et overordnet samfunnsformål	A
Oljevernberedskap er viktig.	F
Jeg for min del ville bli glad dersom statsråden kunne love å være imøtekommende når det her fra talerstolen stilles spørsmål om det er mulig å få gjort noe med den underdekningen som fins når det gjelder denne type arbeidsplasser, ASVO-arbeidsplasser. Det tror jeg, som sagt, det er et stor behov for, og de informasjoner jeg har fra flere kommuner, tyder altså på at det i enkelte kommuner er ganske prekært. Noen har kontaktet meg over lengre tid og er fortvilte over at de ikke får statstilskudd til å opprette denne type plasser.	F
Det er jo ikke slik at skattelettelser betyr kutt i alle sosiale ordninger for veldig, veldig mange. Det det betyr, er at man stimulerer næringslivet, man stimulerer til arbeidsinnsats, man øker verdiskapingen. På den måten øker skattegrunnlagene. Virksomheten i samfunnet øker, og totalresultatet blir bedre for alle, ikke dårligere.	F
Men jeg er enig med representanten Holmberg i at Arbeiderpartiet og SV også bør ha samme kritikken, for de har heller ikke på et tidlig nok tidspunkt klart nok signalisert at de ønsker seg overgangsordninger. Det var det bare Fremskrittspartiet og Senterpartiet som gjorde. Og når det gjelder det utvalget som Regjeringen hadde nedsatt for å se på denne ordningen, som representanten Holmberg viser til, kom det helt klart fram at de møtte sterk kritikk for å ha unntatt rapporten. Det var ikke Fremskrittspartiet som gav den kritikken, det var det pressen som gjorde, og det stiller jeg meg helt bak.	F
Vi gir da et veldig sterkt signal nasjonalt fra denne forsamling om at vi faktisk tar på alvor den voldsutøvelse som kommer av alkoholbruk, og nattetider i de store byene er dette et kjempeproblem.	A
Vi mener det var fornuftig, i den nedgangsperioden vi nå har hatt, å bruke mer oljepenger. Det ville være mer fornuftig å bruke de pengene vi har brukt, på en annen måte, ikke ved å gi skattelette, men ved å bruke det som ble gitt til skattelette, over statsbudsjettet. En beregning fra SSB viser at det hadde vært 48 000 færre ledige i Norge hvis det som ble gitt som skattelette av denne regjeringen, hadde vært bevilget over budsjettet delvis til næringsformål, delvis til offentlige formål. 48 000 færre ledige – hvis en regner ut hvor mye arbeidskraften til disse 48 000 utgjør av nasjonalformuen, så er den verd 28 milliarder kr i året. Når vi får så mange flere i arbeid, blir kaken større, og da har vi ikke behov for å bruke så mye oljepenger. Det å utvide arbeidsstyrken er den beste måten å unngå overforbruk av oljepenger på.	F
Det betyr at vi er nødt til å ha en matproduksjon i Norge, slik at vi kan være forsynt med mat. Det krever at vi har et tollvern, slik at vi faktisk har mulighet til å produsere mat med det kostnadsnivået som er i Norge i dag. For det andre er det viktig i forhold til bosetting at vi har et landbruk, fordi det er en bærebjelke i svært mange norske kommuner. Derfor må vi ha et importvern, slik at vi kan produsere mat i Norge.	F
Som jeg sa i mitt innlegg, er det viktig å ta vare på kulturminnene våre.	F
Jeg vil at statsråden skal ta med seg hvor viktig denne veien er for distriktet, og hvilke forventninger som er skapt.	F
Derfor er det uaktuelt med større utslipp fra gasskraftverk i Norge. Vi ønsker å bruke de ressursene på fornybar energi og på renseteknologi.	A
Vi er veldig glade for at Venstre vil samarbeida om gassferjer	F
Vi vet i dag at i mange tilfeller skyldes trafikkdød og alvorlige helseskader i trafikken at en kjører i ruspåvirket tilstand. Mange har vært opptatt av at disse utfordringene må møtes med nye tiltak, hvor ikke bare økte kontroller, men også f.eks. utvidet bruk av alkolås blir en del av virkemidlene. Er dette tiltak som Fremskrittspartiet vil være med på, og hvilke andre tiltak mener Fremskrittspartiet eventuelt kan være de mest effektive mot kjøring i ruspåvirket tilstand?	F
Det er det me i SV gjer, bl.a. i Olje- og energidepartementets budsjett; me kuttar ein del i drifta der me meiner det er forsvarleg, og der me veit at det er mogleg å gjera det i samarbeid med fagrørsla.	A
Men så er det viktig at vi heller ikke glemmer at formuesskatten er veldig belastende for mange bedrifter, slik at de kan flytte utenlands, og de arbeidsplassene som de som får skattelettelse, eventuelt skulle jobbe i, vil da ikke finnes lenger. Derfor er det en avveining mellom det å fjerne formuesskatten, som vi sier vi skal gjøre over år – ikke som vi sa tidligere, at vi skulle gjøre på ett år, men over flere år – og ha skattelettelser på lavere og midlere inntekter.	A
Som eg sa i mitt innlegg, inneheld bustadmeldinga mange fine formuleringar, men dessverre ingen substans. Det gjeld for så vidt også innlegget til statsråden. Bustadmeldinga er på 113 sider. Ordet «evaluere» er brukt 10 gonger, det er 15 tiltak som skal utarbeidast, det er 25 tiltak ein skal sjå på, og det er 48 tiltak som skal vurderast. 98 gonger på 113 sider omtaler ein noko som skal utgreiast vidare på ein eller annen måte.	A
SFT har vi i dag, vi skal ha det i framtiden, og SFT skal styrkes	F
Men - og det bør man også legge til - forutsetningen var selvsagt at vi etter hvert skulle avvikle formuesskatten.	A
Eg meiner at det mest eklatante eksempel er dei enorme problema som den internasjonale finanskrisa har påført oss.	A
Så mener jeg at norsk olje- og gassnæring framover skal gjøre mer av det de gjør – øke effektiviteten, øke energieffektiviteten, redusere karbonavtrykket for hver produserte enhet.	F
Alle partia unnateke Framstegspartiet seier i ein merknad at det er eit politisk mål å sikra jamn fordeling ikkje berre fordi det er viktig for einskildmennesket, men òg fordi små økonomiske forskjellar og tilgang på grunnleggjande velferdsgode skapar eit betre samfunn for alle.	F
Effektiviseringen, rasjonaliseringen og utviklingen i norsk landbruk går dessverre for langsomt hvis vi sammenligner oss med andre land det er naturlig å sammenligne oss med.	N
Men vi ønsker et åpnest mulig land, vi ønsker det åpnest mulig med hensyn til arbeidsinnvandring.	F
Eg står bak Regjeringa sitt forslag på dette området	F
Mener representanten det er riktig at kommunene skal bli tvunget, mot politisk flertall i kommunene, til å opprette asylmottak?	A
Men for å følge opp det som statsråden sa i sitt innlegg – hvor jeg så å si kan skrive under på alt – er det veldig kloke ord om utviklingen og betydningen av utviklingen innenfor kommunenes omsorgstjeneste, og vektleggingen av betydningen av rehabilitering.	F
Abortloven er vedtatt med et flertall, Kristelig Folkeparti var imot, men det er ikke det dette gjelder.	A
Når det gjelder småflyplasser og kortbaneflyplasser, er vi opptatt av at dette fortsatt skal være flyplasser som har sin fulle berettigelse	F
Min innfallsvinkel til den debatten er at hvis vi skal ha noen mulighet til å nå togradersmålet, må mer enn halvparten av de fossile ressursene som allerede er påvist, ligge – de må ikke utvinnes.	A
Nå mener vi at den økonomiske situasjonen er helt annerledes, og at det da er rom for å bruke mer penger på noen kortsiktige tiltak – og senking av arbeidsgiveravgiften er ønske nr. 1 fra samtlige av de små og mellomstore bedriftene i handels- og servicenæringene med tanke på hva som kan bidra til at jobbene blir sikre i Norge. Det har vi lagt inn som ettårig – 2,5 pst. lavere i løpet av ett år, for å sikre at vi nå ikke mister arbeidsplasser som er varige på lang sikt.	A
Eg streka i innlegget mitt under at Venstre har programfesta at vi går inn for eit sterkt offentleg helsevesen. Men det betyr ikkje at vi avviser alle private aktørar. Det vi meiner, er at private aktørar innafor spesialisthelsetenester og omsorgstenester vil kunne vere eit viktig supplement.	F
Det er i denne meldinga ei rekkje tiltak som Regjeringa får fleirtal for som vil forbetre sjøsikkerheita og beredskapen i åra framover.	F
Kvalifiseringsprogrammet fungerer bra, men det kan bli enda bedre. Det som bekymrer meg, er at en del kommuner kutter i kvalifiseringsprogrammet. Jeg ønsker å bidra til at vi får flere plasser i kvalifiseringsprogrammet.	F
Høyre er imot en reservasjonsrett for leger.	A
Det er greit å ha en målsetting om at alle eller alle landsdelene skal ha tilgang til bredbånd.	F
Jeg er svært glad for at en samlet komite stiller seg bak kravet om at årsaken til at kunnskap om skaderisiko ved uheldig kjemikalieeksponering som var kjent på 1980-tallet, ikke ble tatt hensyn til før det var gått relativt lang tid, søkes avdekket gjennom forskning.	F
I tillegg ser vi at man fortsatt står ved forslaget om å legge ned Leirin ved Fagernes, og jeg registrerer en betydelig bekymring hos mange som har små flyplasser når man er i gang med å tenke på nedleggingsprosesser. Vil Kristelig Folkeparti være med på en nedlegging av en rekke kortbaneflyplasser, eller er dette en engangsforeteelse?	F
fordi Høgre og Arbeidarpartiet pressa fram ei løysing som gjorde at det kunne byggjast sterkt forureinande gasskraftverk	A
Når det gjelder Leirin, er forliket nettopp med på å styrke grunnlaget for at Leirin skal kunne være en base for chartertrafikk framover.	F
Vi har en stor oppgave å gjøre her, og vi har høyt tempo og press på det. Det ser man ikke minst når man ser på det høye nivået vi har på arbeidsmarkedstiltak, til tross for den lave arbeidsløsheten.	F
Vi er nå midt inne i et arbeid med hvordan vi skal utvikle en strategi for veibygging med OPS, og vi ønsker at Kristelig Folkeparti skal være sentral i det arbeidet. Det som er viktig for oss, er at med OPS får det offentlige en garanti for at prosjektene blir ferdige i tide eller tidligere, og ikke minst også at vi har en vedlikeholdsgaranti mange, mange år fram i tid.	N
Dei ber om i alle fall å få sleppa formuesskatt på arbeidande kapital. Når dette fell saman med det synet som Kristeleg Folkeparti har hatt i mange, mange år, skulle det berre mangla at me ikkje fremja eit slikt forslag. Me meiner faktisk dette er eit godt verkemiddel, som ville vera med på å styrkja eigarskap, bedrifter osv.	A
Men av kritiske merknader er det nå ikke annet tilbake enn at et eventuelt hoveddepot på Fedje «vil bli vurdert som en del av en samlet plan for oppgraderingen av hoveddepoter». Poenget er at vi må få tilbake hoveddepotstatus på Fedje, det mest risikoutsatte tankskipsområdet i Norge – ja faktisk i nesten hele Europa. Er statsråden virkelig i tvil om at dette er et høyrisikoområde	A
Det er ikke lenger et perspektiv på hva vi bruker pengene på, at vi bygger vekstevnen i norsk økonomi. Det er bare et perspektiv på antallet kroner som skal inn i norsk økonomi. Selvfølgelig er det sånn at hvis vi øker vekstevnen, øker bruttonasjonalproduktet fordi vi har satset riktig med de pengene, har vi et bedre rom i økonomien for å løse ting fremover – og så er det en bedre måte å bruke dem på. Men Høyre står på sitt standpunkt: Vi skal holde begge deler og handlingsregelen.	N
Poenget er, som Nordtun selv tok opp, at hensikten med en konsekvensutredning er å se om en skal åpne områdene. Men det er ingen forpliktelse i en konsekvensutredning. Hvis konsekvensutredningen viser at dette ikke er forsvarlig, er det ingenting ved å gjennomføre en konsekvensutredning som binder en til at en umiddelbart skal åpne områdene. Da venter en, utvikler teknologi, innhenter enda mer kunnskap, og så tar en runden en gang til senere.	N
Jeg vil anbefale den gründeren å se at det en her betaler i formuesskatt, og når den tid kommer, i arveavgift, er en liten tilbakebetaling på den situasjonen som vedkommende gründer har levd i og lever i, under svært stabile og gode rammebetingelser i Norge.	F
Norge er et av de få landene i Vest-Europa som ikke har PET-skanner, et svært moderne hjelpemiddel for diagnostikk innen onkologi, psykiatri og nevrologi. Det lyktes dessverre ikke Fremskrittspartiet å få bevilget de nødvendige 50 mill. kr, som i tillegg til tilskuddet fra universitetet og Norges forskningsråd kunne ha fått skanningapparaturen på plass i 2003.	F
Oljeberedskap er svært viktig og noe alle sier de er opptatt av. Så får man håpe at det også blir handling.	F
Men det er svært mange av oss som hadde ønsket at Enova skulle fått mer penger.	F
. Jeg skulle gjerne ha vært med og redusert både bensinprisen og dieselprisen.	A
