text	label
Representanten Hove sitter, som sagt, ikke i sosialkomiteen, og dermed skal jeg prøve å ikke være for detaljert i spørsmålsstillingen min. Men jeg vil ta opp en viktig sak som representanten Hove sikkert har gjort seg opp en mening om, og det er at det i statsbudsjettet er lagt opp til en innsparing på 110 mill. kr i forbindelse med referanseprissystemet. Undersøkelser viser at det først og fremst er de pasientene som har behov for medisin, som må betale ca. 65 mill. kr av den summen i form av egenandeler, fordi referansepristillegget ikke kommer inn under frikortordningen. Ved innføringen av dette systemet ble det henvist til at dette var en ordning som skulle medføre at prisnivået skulle tvinges ned, og at pasienten ikke skulle bli skadelidende. Med 65 mill. kr i økte egenandeler for pasientene er vel kanskje representanten Hove enig i at dette systemet ikke fungerer.	Med 65 mill. kr i økte egenandeler for pasientene er vel kanskje representanten Hove enig i at dette systemet ikke fungerer.
Det er bred enighet her i Stortinget om at det er viktig at Handlingsplan for eldreomsorgen blir fulgt opp også i år 2000. Regjeringen legger til grunn at aktivitetskravene knyttet til omsorgstjenestetilskuddet ligger fast også neste år, og at det er aktivitetsveksten som skal utløse tilskuddet. I dag gis det et oppstartingstilskudd på 175 000 kr til omsorgsboliger og 375 000 kr til sykehjemsplass. Mange kommuner velger å bygge omsorgsboliger i stedet for sykehjemsplasser, fordi driften faller billigere for kommunen. For å sikre at det bygges ut tilbud med heldøgns pleie og omsorg, mener Høyre at kommunene må få et høyere oppstartingstilskudd til omsorgsboliger, med tilknyttet personale på lik linje med sykehjem. Slik kan også omsorgsboligene kunne gi et tilbud om heldøgns pleie og omsorg. Samtidig kan man opprettholde oppstartingstilskuddet på 175 000 kr til omsorgsboliger som bare blir betjent av hjemmehjelp og hjemmesykepleier. En slik ordning mener vi vil gi en større fleksibilitet for kommunene og et bedre tilbud til brukerne, fordi man får en større kontinuitet. Man slipper f.eks. å flytte fra omsorgsbolig til sykehjem. Arbeiderpartiet og regjeringspartiene gikk imot å støtte en vurdering av dette spørsmålet i komiteen. Men jeg kunne tenke meg å høre statsrådens syn, om hun ser at dette kan være et bidrag til å øke tilbudet av heldøgns pleie og omsorg i kommunene.	For å sikre at det bygges ut tilbud med heldøgns pleie og omsorg, mener Høyre at kommunene må få et høyere oppstartingstilskudd til omsorgsboliger, med tilknyttet personale på lik linje med sykehjem.
I ulike innlegg har man vært inne på de økte egenandelene og de konsekvensene det gir. Det var et tema for sosialkomiteen i fjor, og det er et tema i år. Jeg synes det er bra at både Fremskrittspartiet og Arbeiderpartiet er tydelig på det. Det hjelper imidlertid lite når konsekvensen blir at man får økte egenandeler, uavhengig av samarbeidspartnere. Mitt spørsmål til sosialministeren knytter seg til økte egenandeler sett opp mot utjamningsmeldingen, behandlingen av den, og det som Regjeringen har som en prisverdig målsetting, nemlig at man må gjøre noe med forskjellene i samfunnet og prøve å utjevne dem. Det at man burde få en forskjellsmelding, har vært SVs hjertebarn gjennom mange år, så den er vi glad for. Men jeg vil spørre sosialministeren: Ser sosialministeren at den utviklingen som nå har vært, med en stadig økning av egenandeler – med 30 pst. økning gjennom de siste tre årene – også er med på å utvikle forskjeller, fordi det for enkelte rett og slett blir for dyrt å bruke en del helsetjenester? Ser sosialministeren i forlengelsen av det også behov for tiltak som gjør at man på neste års budsjett ikke kommer inn med ytterligere økninger når det gjelder egenandeler til helsehjelp?	Ser sosialministeren at den utviklingen som nå har vært, med en stadig økning av egenandeler – med 30 pst. økning gjennom de siste tre årene – også er med på å utvikle forskjeller, fordi det for enkelte rett og slett blir for dyrt å bruke en del helsetjenester? Ser sosialministeren i forlengelsen av det også behov for tiltak som gjør at man på neste års budsjett ikke kommer inn med ytterligere økninger når det gjelder egenandeler til helsehjelp?
Jeg lyttet med stor interesse til representanten Ballos innlegg og konstaterer at den klareste forskjell i standpunkt er forskjellen mellom SV og Arbeiderpartiet/Fremskrittspartiet. Det er også meget interessant. Jeg deler nesten helt ut de resonnementene som representanten Ballo gav uttrykk for, men vil for sikkerhets skyld, for å klargjøre enda tydeligere forskjellen i tilnærming, stille ham et spørsmål. Arbeiderpartiets talere argumenterer jo som om denne forsamling har kompetanse til gjennom flertallsavgjørelser å bestemme hvorledes fosterutviklingen foregår og hvilken status det såkalte biologiske materialet har. Etter mitt skjønn må det være en betydelig overvurdering av Det norske stortings kompetanse, og jeg vil spørre representanten Ballo om han deler den oppfatningen.	Etter mitt skjønn må det være en betydelig overvurdering av Det norske stortings kompetanse
SFT har vi i dag, vi skal ha det i framtiden, og SFT skal styrkes. Til replikken som kom til meg om gasskraftverk, for det er jo det som ble tatt opp her, så må jeg understreke på nytt hva Stortinget vedtok den 9. mars i år, og som hadde visse følger for forskjellige ting her i Stortinget. Om det står det bl.a.: «Behandlingen av omgjøringssakene og eventuelle utslippssøknader for nye gasskraftverk forutsettes å skje innenfor forurensningslovens rammer, og slik at følgende retningslinje legges til grunn:» Dette er representanten Hilde Frafjord Johnson meget godt kjent med, og det er disse retningslinjene SFT nå arbeider etter. Men dette gir meg også en anledning til å kommentere et forslag som framkom i dag fra de kjente sentrumspartiene. Der står det bl.a. «uten bindinger». Jeg må jo si til sentrumspartiene at de går meget langt når de nå i dag fremmer et forslag om at SFT «uten bindinger på selvstendig og faglig grunnlag kan behandle alle utslippssøknader». SFT har i dag en rekke bindinger. De står overfor en virkelighet hvor det er haugevis av paragrafer de arbeider etter daglig. Jeg fant derfor grunn til å sitere vedtaket fra et flertall på Stortinget av 9. mars i år om hvilke retningslinjer SFT arbeider etter.	SFT har vi i dag, vi skal ha det i framtiden, og SFT skal styrkes.
Det er for så vidt riktig som Nordtun hevder, at vi har et litt annet syn på Kyoto-problematikken og CO2-utslipp enn flertallet i denne salen. Og så blander han dette plutselig sammen med kalking. Det er jo vitenskapelig bevist at svovelutslipp har medført store problemer for norske elver, og vi i Fremskrittspartiet har hvert år gått i bresjen for å øke de bevilgningene. Dette er bevist, det andre mener vi ikke er tilstrekkelig bevist. Når det gjelder vår miljøholdning, kan jeg også vise til et forslag vi hadde i finansdebatten om å la svovelavgiften gå inn i et fond som nettopp skulle gå til miljøtiltak, som skulle gå til reduksjon av svovelutslipp, slik at vi kunne oppnå målsettingene i Gøteborg-protokollen. Dette forslaget har ikke oppnådd flertall her, men vi ønsket å erstatte de fiskale avgiftene med en avgift som skulle gå til reelle miljøtiltak.	Og så blander han dette plutselig sammen med kalking. Det er jo vitenskapelig bevist at svovelutslipp har medført store problemer for norske elver, og vi i Fremskrittspartiet har hvert år gått i bresjen for å øke de bevilgningene.
Fremskrittspartiets miljø-politikk baserer seg på fakta, og ikke på det som noen forskere tror på, men andre ikke tror på. Det ble mye kalk dette, men det er riktig som også denne representanten var inne på, at vi har økt bevilgningene til kalk. Vi har også sagt en del positivt om forskning på «gyro», men vi går ikke så langt som Høyre gjør. Høyre liker jo å fremstille seg som et næringslivsparti, men går faktisk nå i fremste rekke for langt på vei å undergrave vår stilling som den nest største oljeeksportøren i verden, ved at man sparker bein under bruk av fossilt brennstoff på den måten som vi ser til daglig i dag. Så vi baserer våre ting på fakta. Vi kan ikke ta konsekvensen av det som noen forskere tror, og andre ikke tror, men vi må vente til vi får dette vitenskapelig bevist.	Det ble mye kalk dette, men det er riktig som også denne representanten var inne på, at vi har økt bevilgningene til kalk.
Som det fremgår av komiteens merknader, er bevilgningene til elektroniske sjøkart en prioritert sak for Stortinget. Dette er et av de viktigste sikkerhetstiltak til sjøs staten kan bidra med. Stortinget har tidligere bedt Regjeringen trappe opp bevilgningene til elektroniske sjøkart, slik at behovet kan dekkes innen 2006, noe også en enstemmig komite har understreket i budsjettene for både 1999 og 2000. Jeg må si at jeg ble svært forbauset over at Regjeringen glatt og nærmest arrogant har utsatt den målsettingen med ti år. Som komiteens leder sa i sitt innlegg, kjenner alle til behovet for midler til elektroniske sjøkart, og at man skulle være ferdig innen 2006. Men hvis alle kjenner til det, må jeg spørre statsråden: Hvorfor var det kuttet slik at målsettingen ble utsatt i ti år? Var det et arbeidsuhell, eller har statsråden oversett det Stortinget har sagt i to år på rad?	Som det fremgår av komiteens merknader, er bevilgningene til elektroniske sjøkart en prioritert sak for Stortinget. Dette er et av de viktigste sikkerhetstiltak til sjøs staten kan bidra med.
Eg er veldig glad for at representanten Hoddevik understrekar dei tinga som må til for å mobilisera innanlandsk arbeidskraft, for vi er heilt avhengige av det. Eg må seia at sjølv om eg vil gå inn for arbeidsinnvandring, tvilar eg på at ho kan verta så stor og så sterk og så overveldande at ho, på noko sikt iallfall, vil stetta heile behovet. Derfor er vi avhengige av alle måtar å mobilisera norsk, innanlandsk arbeidskraft på. Kvifor konkluderer vi då ikkje med å støtta alle fire forslaga frå Høgre? Eg synest at Høgre skal vera nøgd. Dei har fått ganske god oppslutning om forslaga sine, og dei har i tillegg fått det at Regjeringa skal koma tilbake igjen med ei sak om arbeidsinnvandring. Siste ord er neppe sagt i denne saka. Vi har frå Kristeleg Folkeparti si side understreka i merknads form at dei bedriftene som ikkje fell inn under det som vart presentert på pressekonferansen, og det som Regjeringa har gjort på dette området, også må takast vare på når Regjeringa kjem tilbake igjen med sak om arbeidsinnvandring. Eg har faktisk tru på at når Regjeringa har tenkt seg litt om, gjer ho det.	Eg må seia at sjølv om eg vil gå inn for arbeidsinnvandring, tvilar eg på at ho kan verta så stor og så sterk og så overveldande at ho, på noko sikt iallfall, vil stetta heile behovet.
Jeg registrerer at Kristelig Folkeparti mener at økt arbeidsinnvandring skal redusere innvandrernes problemer på arbeidsmarkedet, og at det skal få flere av denne kategorien ut i arbeid. For så vidt kan det vel heller være slik at økt arbeidsinnvandring kan virke motsatt, ved at nye og flere arbeidsinnvandrere kan fortrenge dem som allerede har problemer med å komme inn på arbeidsmarkedet. Selv om man kanskje med litt stor velvilje kan ane noe av Kristelig Folkepartis logikk, bør Kristelig Folkeparti etter mitt syn få anledning til å redegjøre noe nærmere for dette litt selvmotsigende syn, for hva de faktisk mener med dette.	Jeg registrerer at Kristelig Folkeparti mener at økt arbeidsinnvandring skal redusere innvandrernes problemer på arbeidsmarkedet, og at det skal få flere av denne kategorien ut i arbeid. For så vidt kan det vel heller være slik at økt arbeidsinnvandring kan virke motsatt, ved at nye og flere arbeidsinnvandrere kan fortrenge dem som allerede har problemer med å komme inn på arbeidsmarkedet.
Det er ikkje nokon løyndom at Senterpartiet ser at det er fordelar på nokre område med EØS-avtalen – det viser måten vi handterer ulike direktiv på. Vi skal vel faktisk òg vedta nokre seinare i dag. Når det gjeld arbeidskraftsituasjonen, er haldninga vår at her skal det òg vera moglegheit for land utanom EØS-området, det skal vera moglegheit for arbeidstakarar frå land utover EØS, til å ta arbeid i Noreg. Vi skjønar ikkje at Framstegspartiet på den eine sida kan stå her og seia med store ord at dei vil sikra fleire funksjonshemma arbeid, mens dei på den andre sida ikkje vil gi sanksjonsmoglegheit i forhold til det. Vi skjønar heller ikkje heilt dette skiljet mellom EØS og andre land. Og korleis vi skulle ordna det om vi ikkje hadde EØS-avtalen – det ville vel vore eit av dei enklaste områda der ein kunne ha gjort avtalar på bilateralt vis. Det er ikkje slik at Senterpartiet, fordi vi var imot EØS, er imot andre internasjonale avtalar. Tvert imot – det engasjerer vi oss i stadig vekk.	Når det gjeld arbeidskraftsituasjonen, er haldninga vår at her skal det òg vera moglegheit for land utanom EØS-området, det skal vera moglegheit for arbeidstakarar frå land utover EØS, til å ta arbeid i Noreg.
I siste svingen i behandlinga av denne saka kom Regjeringa med ei rekkje forenklingar og nyordningar for at fleire skal koma til Noreg for å jobba. Nokre endringar var vesentlege. Kristeleg Folkeparti er positiv til Regjeringas forslag, men heilt i mål synest vi nok ikkje at vi er. I fleire merknader både frå fleirtalet og frå mindretalet er det nemnt saker som bør vurderast framover. No sa statsråden noko om det. Men det er meldt at dei nye forslaga betyr lovendringar. Eg reknar med at sjølv om lovendringane vert vesentlege i ei slik sak, så heng ting saman. Eg vil då spørja statsråden om ho sjølv om lovendringane er vesentlege, kan stadfesta at dei ikkje hindrar at vurderinga av større delar av pakka også kan vera med i saka. Det som bekymrar meg som kystkvinne, er nemleg at vi ikkje må lukka døra for at dei bedriftene langs kysten som nettopp har hatt f.eks. svenskar i arbeid, svenskar som no vender heim att, skal ha moglegheit til å henta arbeidskraft sjølv om den ikkje har ekspertstatus. Vi må finna ordningar for det. Eg lurar på om statsråden er opptatt av det same problemet.	I siste svingen i behandlinga av denne saka kom Regjeringa med ei rekkje forenklingar og nyordningar for at fleire skal koma til Noreg for å jobba. Nokre endringar var vesentlege. Kristeleg Folkeparti er positiv til Regjeringas forslag, men heilt i mål synest vi nok ikkje at vi er.
Det er tydelig at noen får piggene ut når det gjelder disse sakene, og saksordføreren er på ingen måte piggfri i denne sammenheng. Jeg må få presisere at det er ikke abortloven vi diskuterer nå. Abortloven er vedtatt med et flertall, Kristelig Folkeparti var imot, men det er ikke det dette gjelder. Når statsråden presiserer betydningen av et skille i behandlingen ved utløpet av 12. uke og refererer til abortloven, skjønner jeg ikke hva det er i det at en får valgmulighet etter en abort, som kommer i konflikt med kvinnens lovbestemte rett til å velge abort. Det er ingen nødvendig motsetning her. Det ble hevdet – det var vel både av statsråden og av saksordføreren – at kvinnen ikke skal fratas noen rett, men hun skal altså ikke vite at hun har noe valg, og da har hun sannelig ikke mange rettigheter heller. Så kommer saksordføreren med en påstand som jeg vil karakterisere som svært utilbørlig, når hun hevder at kvinnen skal utsettes for press for å nedsette fosteret på gravlunden. Jeg vil be saksordføreren om å dokumentere den påstanden. Så vidt jeg kan se, fremkommer det ikke noe sted en slik påstand fra noen av de partier som her utgjør mindretallet. Så jeg vil virkelig be saksordføreren om å presisere sin påstand om at vi ønsker å utsette kvinnen for press for å nedsette fosteret på gravlunden. Det er ikke tilfellet, det har ikke skjedd, og det vil ikke skje heller.	Abortloven er vedtatt med et flertall, Kristelig Folkeparti var imot, men det er ikke det dette gjelder.
Jeg har med interesse lyttet til representanten Rahms innlegg, og registrerer med forbauselse at rammevilkårene for vår kanskje viktigste næring, nemlig oljenæringen, ikke hadde noen som helst oppmerksomhet fra hans side. Men jeg burde vel ikke være særlig overrasket, med den forrige Bondevik-regjeringen friskt i minne, som faktisk brukte kabinettsspørsmål for å tvinge gjennom en kraftig økning av CO2-avgiftene på norsk sokkel, og som følge av dette forverret situasjonen for denne næringen. Og nå ser vi det igjen. Regjeringen og Kristelig Folkeparti fokuserer ensidig på produksjonsbegrensninger på sokkelen for å påvirke oljeprisen, istedenfor å gjøre noe med rammebetingelsene. Jeg vil derfor spørre: Er ikke representanten Rahm opptatt av å gjøre vår oljeindustri mer robust for svingningene i oljeprisen? Og er representanten Rahm og Kristelig Folkeparti komfortabel med en situasjon der Norge bidrar til å øke oljeprisen, som nettopp rammer de svakeste økonomiene i disse tider, for så i neste omgang å gi dem smuler fra de rikes bord i form av økt norsk u-hjelp? Dette må jo være dobbeltmoral.	Jeg har med interesse lyttet til representanten Rahms innlegg, og registrerer med forbauselse at rammevilkårene for vår kanskje viktigste næring, nemlig oljenæringen, ikke hadde noen som helst oppmerksomhet fra hans side.
Fremskrittspartiet fremmet i starten av forrige stortingsperiode et Dokument nr. 8-forslag der vi bad Regjeringen legge forholdene til rette for et gasskraftverk i Skogn i Nord-Trøndelag. Høyre støttet ikke dette forslaget, men hevdet da – og senere, og Onarheim har for så vidt bekreftet dette i dag – at de så positivt på dette prosjektet og andre lignende prosjekter. Nå virker det imidlertid som om det er litt forskjell på liv og lære i Høyre i forhold til det vi leser i innstillingen, og det som blir sagt fra denne talerstol. Arbeiderpartiet og Fremskrittspartiet sier i fellesmerknader at vi har forstått det slik at Sem-erklæringen åpner for at staten skal kunne bidra til å dekke merkostnadene på grunn av økt kapasitet i røret til Skogn. Årsaken til disse kapasitetsutvidelsene er planlagte industriprosjekter i regionen Orkanger–Verdal. Mitt spørsmålet er: Hva er årsaken til at Høyre nå ikke er med på denne positive fortolkningen? Har en totalt skiftet politikk på dette området? Og videre: Hvorfor vil Høyre i dag stemme mot at en åpner for privat kapital i Statkraft, og i tillegg stemme mot å selge ut den forretningsmessige delen av Statens kartverk? Dette var forslag Høyre og Fremskrittspartiet stod sammen om tidligere, før Høyre kom i regjering.	Fremskrittspartiet fremmet i starten av forrige stortingsperiode et Dokument nr. 8-forslag der vi bad Regjeringen legge forholdene til rette for et gasskraftverk i Skogn i Nord-Trøndelag.
Fremskrittspartiet har de siste årene hatt et politisk prosjekt som har blitt mer og mer tydelig. Man har ønsket å bli tatt inn i varmen, man har ønsket å bli akseptert som et politisk seriøst parti. Når det gjelder miljøpolitikken, velger Fremskrittspartiet fremdeles å plassere seg selv på siden. Senest i den korte debatten som var etter miljøvernministerens redegjørelse om klimaforhandlingene i Marrakech, markerte Fremskrittspartiet seg med å avskrive klimaproblemet til tross for at FNs klimapanel igjen nylig har slått fast at temperaturen på jorda øker, og at vi står overfor et menneskeskapt problem. For sikkerhets skyld foreslår Fremskrittspartiet i dette budsjettet å kutte bevilgningen til miljøvernforskning og miljøvernovervåking med over 80 mill. kr. Her velger man altså å lukke øynene, man vil ikke vite. Og da vil jeg spørre: Hvordan mener Fremskrittspartiet at dette lar seg forene med ambisjonene om å bli et parti som blir tatt på alvor?	For sikkerhets skyld foreslår Fremskrittspartiet i dette budsjettet å kutte bevilgningen til miljøvernforskning og miljøvernovervåking med over 80 mill. kr. Her velger man altså å lukke øynene, man vil ikke vite. Og da vil jeg spørre: Hvordan mener Fremskrittspartiet at dette lar seg forene med ambisjonene om å bli et parti som blir tatt på alvor?
